(true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 15, 10) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 6, 18) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 15, 10) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 30, 15, 10) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 15, 10) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 15, 10) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 6, 18) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 30, 15, 10) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 15, 10) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 15, 10) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 6, 18) (false, 30, 6, 18) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 15, 10) (true, 0, 0, 0) (false, 30, 15, 10) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 30, 6, 18) (false, 60, 10, 20) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 30, 6, 18) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 15, 10) (false, 60, 10, 20) (false, 30, 15, 10) (false, 60, 10, 20) (true, 0, 0, 0)
(true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (true, 0, 0, 0) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 15, 10) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 60, 10, 20) (false, 30, 15, 10) (true, 0, 0, 0)
(true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0) (true, 0, 0, 0)
